Version,Dataset,Robot,# Episodes,File Size (GB),Robot Morphology,Gripper,Action Space,# RGB Cams,# Depth Cams,# Wrist Cams,Language Annotations,Data Collect Method,Has Suboptimal?,Has Camera Calibration?,Has Proprioception?,Scene Type,Control Frequency,Registered Dataset Name,Citation,Latex Reference,Description,,
v1.0,LSMO Dataset,Cobotta,50,0.33,Single Arm,Default,EEF velocity,1,0,0,Natural,Expert Policy,No,No,Yes,Table Top,10,tokyo_u_lsmo_converted_externally_to_rlds,"@Article{Osa22,
  author  = {Takayuki Osa},
  journal = {The International Journal of Robotics Research},
  title   = {Motion Planning by Learning the Solution Manifold in Trajectory Optimization},
  year    = {2022},
  number  = {3},
  pages   = {291--311},
  volume  = {41},
}",Osa22,The robot avoids obstacle on the table and reaches the target object.,,
v1.0,DLR Sara Pour Dataset,DLR SARA,100,2.92,Single Arm,Robotiq 2F-85,EEF velocity,1,0,0,None,Expert Policy,Yes,No,Yes,"Table Top, Household objects",10,dlr_sara_pour_converted_externally_to_rlds,"@inproceedings{padalkar2023guiding,
  title={Guiding Reinforcement Learning with Shared Control Templates},
  author={Padalkar, Abhishek and Quere, Gabriel and Steinmetz, Franz and Raffin, Antonin and Nieuwenhuisen, Matthias and Silv{\'e}rio, Jo{\~a}o and Stulp, Freek},
  booktitle={40th IEEE International Conference on Robotics and Automation, ICRA 2023},
  year={2023},
  organization={IEEE}
}",padalkar2023guiding,The robot learns to pour ping-pong balls from a cup held in the end-effector into the cup placed on the table.,,
v1.0,DLR Sara Grid Clamp Dataset,DLR SARA,100,1.65,Single Arm,Robotiq 2F-140,EEF velocity,1,0,0,None,Expert Policy,Yes,No,Yes,"Table Top, Workshop environment",10,dlr_sara_grid_clamp_converted_externally_to_rlds,"@article{padalkar2023guided,
  title={A guided reinforcement learning approach using shared control templates for learning manipulation skills in the real world},
  author={Padalkar, Abhishek and Quere, Gabriel and Raffin, Antonin and Silv{\'e}rio, Jo{\~a}o and Stulp, Freek},
  journal={Research square preprint rs-3289569/v1},
  year={2023}
}",padalkar2023guided,The robot learns to place the grid clamp in the grids on the table.,,
v1.0,DLR Wheelchair Shared Control,DLR EDAN,100,3.09,Single Arm,CLASH hand (https://www.dlr.de/rm/en/desktopdefault.aspx/tabid-8178/#gallery/35438),EEF Position,1,0,0,Templated,Human teleoperation using Shared Control Templates,Yes,No,Yes,"Table Top, shelf ",5,dlr_edan_shared_control_converted_externally_to_rlds,"@inproceedings{vogel_edan_2020,
        title = {EDAN - an EMG-Controlled Daily Assistant to Help People with Physical Disabilities},
        language = {en},
        booktitle = {2020 {IEEE}/{RSJ} {International} {Conference} on {Intelligent} {Robots} and {Systems} ({IROS})},
        author = {Vogel, Jörn and Hagengruber, Annette and Iskandar, Maged and Quere, Gabriel and Leipscher, Ulrike and Bustamante, Samuel and Dietrich, Alexander and Hoeppner, Hannes and Leidner, Daniel and Albu-Schäffer, Alin},
        year = {2020}
}
@inproceedings{quere_shared_2020,
        address = {Paris, France},
        title = {Shared {Control} {Templates} for {Assistive} {Robotics}},
        language = {en},
        booktitle = {2020 {IEEE} {International} {Conference} on {Robotics} and {Automation} ({ICRA})},
        author = {Quere, Gabriel and Hagengruber, Annette and Iskandar, Maged and Bustamante, Samuel and Leidner, Daniel and Stulp, Freek and Vogel, Joern},
        year = {2020},
        pages = {7},
}","vogel_edan_2020, quere_shared_2020",The robot grasps a set of different objects in a table top and a shelf. ,,
v1.0,ASU TableTop Manipulation,UR5,110,0.72,Single Arm,Robotiq 2F-85,EEF Position,1,0,0,Templated,Scripted,No,No,Yes,Table Top,12.5,asu_table_top_converted_externally_to_rlds,"@inproceedings{zhou2023modularity,
  title={Modularity through Attention: Efficient Training and Transfer of Language-Conditioned Policies for Robot Manipulation},
  author={Zhou, Yifan and Sonawani, Shubham and Phielipp, Mariano and Stepputtis, Simon and Amor, Heni},
  booktitle={Conference on Robot Learning},
  pages={1684--1695},
  year={2023},
  organization={PMLR}
}
@article{zhou2023learning,
  title={Learning modular language-conditioned robot policies through attention},
  author={Zhou, Yifan and Sonawani, Shubham and Phielipp, Mariano and Ben Amor, Heni and Stepputtis, Simon},
  journal={Autonomous Robots},
  pages={1--21},
  year={2023},
  publisher={Springer}
}","zhou2023modularity, zhou2023learning","The robot interacts with a few objects on a table. It picks up, pushes forward, or rotates the objects.",,
v1.0,Stanford Robocook,Franka,2460,124.62,Single Arm,Default,EEF Position,4,4,0,Templated,Scripted,Yes,Yes,Yes,"Table Top, Kitchen (also toy kitchen)",5,stanford_robocook_converted_externally_to_rlds,"@article{shi2023robocook,
  title={RoboCook: Long-Horizon Elasto-Plastic Object Manipulation with Diverse Tools},
  author={Shi, Haochen and Xu, Huazhe and Clarke, Samuel and Li, Yunzhu and Wu, Jiajun},
  journal={arXiv preprint arXiv:2306.14447},
  year={2023}
}",shi2023robocook,"In the first task, the robot pinches the dough with an asymmetric gripper / two-rod symmetric gripper / two-plane symmetric gripper. In the second task, the robot presses the dough with a circle press / square press / circle punch / square punch. In the third task, the robot rolls the dough with a large roller / small roller.",,
v1.0,ETH Agent Affordances,Franka,120,17.27,Mobile Manipulator,,EEF Position,0,1,0,Templated,Expert Policy,Yes,No,Yes,Kitchen (also toy kitchen),66.6,eth_agent_affordances,"@inproceedings{schiavi2023learning,
  title={Learning agent-aware affordances for closed-loop interaction with articulated objects},
  author={Schiavi, Giulio and Wulkop, Paula and Rizzi, Giuseppe and Ott, Lionel and Siegwart, Roland and Chung, Jen Jen},
  booktitle={2023 IEEE International Conference on Robotics and Automation (ICRA)},
  pages={5916--5922},
  year={2023},
  organization={IEEE}
}",schiavi2023learning,"The robot opens and closes an oven, starting from different initial positions and door angles.",,
v1.0,Imperial Wrist Cam,Sawyer,170,0.08,Single Arm,Robotiq 2F-85,EEF Position,1,0,1,Natural,Human Kinesthetic,No,No,No,Table Top,10,imperialcollege_sawyer_wrist_cam,,,"The robot interacts with different everyday objects performing tasks such as grasping, inserting, opening, stacking, etc.",,
v1.0,CMU Franka Pick-Insert Data,Franka,520,50.29,Single Arm,Default,EEF Position,2,0,1,Templated,Human VR,No,For a subset of the cameras,Yes,Table Top,20,iamlab_cmu_pickup_insert_converted_externally_to_rlds,"@inproceedings{saxena2023multiresolution,
title={Multi-Resolution Sensing for Real-Time Control with Vision-Language Models},
author={Saumya Saxena and Mohit Sharma and Oliver Kroemer},
booktitle={7th Annual Conference on Robot Learning},
year={2023},
url={https://openreview.net/forum?id=WuBv9-IGDUA}
}",saxena2023multiresolution,The robot tries to pick up different shaped objects placed in front of it. It also tries to insert particular objects into a cylindrical peg.,,
v1.0,QUT Dexterous Manpulation,Franka,200,,Mobile Manipulator,Default,EEF Position,2,0,1,Natural,Human VR,No,No,Yes,Table Top,30,qut_dexterous_manipulation,"@misc{ceola2023lhmanip,
author = {Federico Ceola, Krishan Rana, Niko S{\""u}nderhauf},
title = {LHManip: A Dataset for Long Horizon Manipulation Tasks.},
year = {2023}} ",ceola2023lhmanip,"The robot performs some tasks in a tabletop setting. It sorts dishes and objects, cooks and serves food, sets the table, throws away trash paper, rolls dices, waters plants, stacks toy blocks.",,
v1.0,MPI Muscular Proprioception,PAMY2,256,,Single Arm,,Desired pressures for the artificial muscles,0,0,0,None,Scripted,Yes,No,Yes,"The robot is alone in the environment, there are no other objects in the workspace.",500,,"@article{guist2023robust,
  title={A Robust Open-source Tendon-driven Robot Arm for Learning Control of Dynamic Motions},
  author={Guist, Simon and Schneider, Jan and Ma, Hao and Berenz, Vincent and Martus, Julian and Gr{\""u}ninger, Felix and M{\""u}hlebach, Michael and Fiene, Jonathan and Sch{\""o}lkopf, Bernhard and B{\""u}chler, Dieter},
  journal={arXiv preprint arXiv:2307.02654},
  year={2023}
}",guist2023robust,"There is no task that the robot solves. It executes a combination of random multisine signals of target pressures, as well as fixed target pressures.",,
v1.0,UIUC D3Field,Kinova Gen3,196,15.82,Single Arm,Robotiq 2F-85,EEF Position,4,4,0,None,Scripted,Yes,No,Yes,Table Top,1,uiuc_d3field,"@article{wang2023d3field,
  title={D^3Field: Dynamic 3D Descriptor Fields for Generalizable Robotic Manipulation}, 
  author={Wang, Yixuan and Li, Zhuoran and Zhang, Mingtong and Driggs-Campbell, Katherine and Wu, Jiajun and Fei-Fei, Li and Li, Yunzhu},
  journal={arXiv preprint arXiv:},
  year={2023},
}",wang2023d3field,"The robot completes tasks specified by the goal image, including organizing utensils, shoes, mugs.",,
v1.0,Austin Mutex,Franka,1500,20.79,Single Arm,Default,EEF Position,2,0,1,Natural Language annotations generate with GPT4 and followed by human correction.,Human Spacemouse,No,No,Yes,Table Top,20,utaustin_mutex,"@inproceedings{shah2023mutex,
    title={{MUTEX}: Learning Unified Policies from Multimodal Task Specifications},
    author={Rutav Shah and Roberto Mart{\'\i}n-Mart{\'\i}n and Yuke Zhu},
    booktitle={7th Annual Conference on Robot Learning},
    year={2023},
    url={https://openreview.net/forum?id=PwqiqaaEzJ}
}",shah2023mutex,"The Mutex dataset involves a diverse range of tasks in a home environment, encompassing pick and place tasks like ""putting bread on a plate,"" as well as contact-rich tasks such as ""opening an air fryer and putting a bowl with dogs in it"" or ""taking out a tray from the oven and placing bread on it.""",,
v1.0,Berkeley Fanuc Manipulation,Fanuc Mate,415,8.85,Single Arm,Default,EEF Position,2,0,1,Natural,Human VR,Yes,No,Yes,Table Top,10,berkeley_fanuc_manipulation,"@article{fanuc_manipulation2023,
  title={Fanuc Manipulation: A Dataset for Learning-based Manipulation with FANUC Mate 200iD Robot},
  author={Zhu, Xinghao and Tian, Ran and Xu, Chenfeng and Ding, Mingyu and Zhan, Wei and Tomizuka, Masayoshi},
  year={2023},
}",fanuc_manipulation2023,"A Fanuc robot performs various manipulation tasks. For example, it opens drawers, picks up objects, closes doors, closes computers, and pushes objects to desired locations.",,
v1.0,CMU Food Manipulation,Franka,4200,720,Single Arm,Default,EEF Position,3,0,2,Templated,Scripted,No,No,Yes,Table Top,10,cmu_playing_with_food,"@inproceedings{sawhney2021playing,
  title={Playing with food: Learning food item representations through interactive exploration},
  author={Sawhney, Amrita and Lee, Steven and Zhang, Kevin and Veloso, Manuela and Kroemer, Oliver},
  booktitle={Experimental Robotics: The 17th International Symposium},
  pages={309--322},
  year={2021},
  organization={Springer}
}",sawhney2021playing,Robot interacting with different food items.,,
v1.0,CMU Play Fusion,Franka,576,6.68,Single Arm,Robotiq hand-e,EEF Position,1,0,0,Natural,Human VR,No,No,Yes,"Table Top, Kitchen (also toy kitchen)",5,cmu_play_fusion,"@inproceedings{chen2023playfusion,
  title={PlayFusion: Skill Acquisition via Diffusion from Language-Annotated Play},
  author={Chen, Lili and Bahl, Shikhar and Pathak, Deepak},
  booktitle={CoRL},
  year={2023}
}",chen2023playfusion,"The robot plays with 3 complex scenes: a grill with many cooking objects like toaster, pan, etc. It has to pick, open, place, close. It  has to set a table, move plates, cups, utensils. And it has to place dishes in the sink, dishwasher, hand cups etc. ",,
v1.0,CMU Stretch,Hello Stretch,135,0.71,Mobile Manipulator,Default,EEF Position,1,0,0,Templated,Expert Policy,No,No,Yes,"Kitchen (also toy kitchen), Other Household environments",10,cmu_stretch,"@inproceedings{bahl2023affordances,
  title={Affordances from Human Videos as a Versatile Representation for Robotics},
  author={Bahl, Shikhar and Mendonca, Russell and Chen, Lili and Jain, Unnat and Pathak, Deepak},
  booktitle={CVPR},
  year={2023}
}
@article{mendonca2023structured,
  title={Structured World Models from Human Videos},
  author={Mendonca, Russell and Bahl, Shikhar and Pathak, Deepak},
  journal={CoRL},
  year={2023}
}","bahl2023affordances, mendonca2023structured",Robot interacting with different household environments.,,
v1.0,RECON,Jackal,11830,18.73,Wheeled Robot,,EEF velocity,2,1,1,None,Scripted,Yes,No,No,Outdoors,3,berkeley_gnm_recon,"@inproceedings{shah2021rapid,
title={{Rapid Exploration for Open-World Navigation with Latent Goal Models}},
author={Dhruv Shah and Benjamin Eysenbach and Nicholas Rhinehart and Sergey Levine},
booktitle={5th Annual Conference on Robot Learning },
year={2021},
url={https://openreview.net/forum?id=d_SWJhyKfVw}
}",shah2021rapid,Mobile robot explores outdoor environments using a scripted policy,,
v1.0,CoryHall,RC Car,7328,1.39,Wheeled Robot,,EEF velocity,1,0,0,None,Expert Policy,No,No,No,Hallways,5,berkeley_gnm_cory_hall,"@inproceedings{kahn2018self,
  title={Self-supervised deep reinforcement learning with generalized computation graphs for robot navigation},
  author={Kahn, Gregory and Villaflor, Adam and Ding, Bosen and Abbeel, Pieter and Levine, Sergey},
  booktitle={2018 IEEE international conference on robotics and automation (ICRA)},
  pages={5129--5136},
  year={2018},
  organization={IEEE}
}",kahn2018self,Small mobile robot navigates hallways in an office building using a learned policy.,,
v1.0,SACSoN,TurtleBot 2,3000,7,Wheeled Robot,,EEF Position,2,1,0,None,Expert Policy,No,Yes,No,Hallways,10,berkeley_gnm_sac_son,"@article{hirose2023sacson,
  title={SACSoN: Scalable Autonomous Data Collection for Social Navigation},
  author={Hirose, Noriaki and Shah, Dhruv and Sridhar, Ajay and Levine, Sergey},
  journal={arXiv preprint arXiv:2306.01874},
  year={2023}
}",hirose2023sacson,"Mobile robot navigates pedestrian-rich environments (e.g. offices, school buildings etc.) and runs a learned policy that may interact with the pedestrians.",,
v1.0,RoboVQA,Google Robot,61153,,"3 embodiments: single-armed robot, single-armed human, single-armed human using grasping tools",Default,EEF Position,1,1,0,Natural,Human VR,No,Yes,Yes,"Table Top, Kitchen (also toy kitchen), Other Household environments, Hallways, anything within 3 entire office buildings",10,robot_vqa,,,A robot or a human performs any long-horizon requests from a user within the entirety of 3 office buildings.,,
v1.0,ALOHA,ViperX Bimanual,451,,Bi-Manual,Custom 3D printed,EEF Position,4,0,2,Templated,Human Puppeteering,No,No,Yes,Table Top,50,,"@article{Zhao2023LearningFB,
  title={Learning Fine-Grained Bimanual Manipulation with Low-Cost Hardware},
  author={Tony Zhao and Vikash Kumar and Sergey Levine and Chelsea Finn},
  journal={RSS},
  year={2023},
  volume={abs/2304.13705},
  url={https://arxiv.org/abs/2304.13705}
}",Zhao2023LearningFB,"Bi-manual robot performing complex, dexterous tasks like unwrapping candy and putting on shoes.",,
v1.1,DROID,Franka,92233,1670,Single Arm,Robotiq 2F-85,EEF Position,3,3,1,Natural,Human VR,Yes,Yes,Yes,"Table Top, Kitchen (also toy kitchen), Other Household environments, Hallways",15,droid,"@article{khazatsky2024droid,
    title   = {DROID: A Large-Scale In-The-Wild Robot Manipulation Dataset},
    author  = {Alexander Khazatsky and Karl Pertsch and Suraj Nair and Ashwin Balakrishna and Sudeep Dasari and Siddharth Karamcheti and Soroush Nasiriany and Mohan Kumar Srirama and Lawrence Yunliang Chen and Kirsty Ellis and Peter David Fagan and Joey Hejna and Masha Itkina and Marion Lepert and Yecheng Jason Ma and Patrick Tree Miller and Jimmy Wu and Suneel Belkhale and Shivin Dass and Huy Ha and Arhan Jain and Abraham Lee and Youngwoon Lee and Marius Memmel and Sungjae Park and Ilija Radosavovic and Kaiyuan Wang and Albert Zhan and Kevin Black and Cheng Chi and Kyle Beltran Hatch and Shan Lin and Jingpei Lu and Jean Mercat and Abdul Rehman and Pannag R Sanketi and Archit Sharma and Cody Simpson and Quan Vuong and Homer Rich Walke and Blake Wulfe and Ted Xiao and Jonathan Heewon Yang and Arefeh Yavary and Tony Z. Zhao and Christopher Agia and Rohan Baijal and Mateo Guaman Castro and Daphne Chen and Qiuyu Chen and Trinity Chung and Jaimyn Drake and Ethan Paul Foster and Jensen Gao and David Antonio Herrera and Minho Heo and Kyle Hsu and Jiaheng Hu and Donovon Jackson and Charlotte Le and Yunshuang Li and Kevin Lin and Roy Lin and Zehan Ma and Abhiram Maddukuri and Suvir Mirchandani and Daniel Morton and Tony Nguyen and Abigail O'Neill and Rosario Scalise and Derick Seale and Victor Son and Stephen Tian and Emi Tran and Andrew E. Wang and Yilin Wu and Annie Xie and Jingyun Yang and Patrick Yin and Yunchu Zhang and Osbert Bastani and Glen Berseth and Jeannette Bohg and Ken Goldberg and Abhinav Gupta and Abhishek Gupta and Dinesh Jayaraman and Joseph J Lim and Jitendra Malik and Roberto Martín-Martín and Subramanian Ramamoorthy and Dorsa Sadigh and Shuran Song and Jiajun Wu and Michael C. Yip and Yuke Zhu and Thomas Kollar and Sergey Levine and Chelsea Finn},
    year    = {2024},
}",khazatsky2024droid,Various household manipulation tasks,,
v1.1,ConqHose,Spot,139,2.71,Mobile Manipulator,Default,EEF velocity,6,0,0,Natural,Scripted,Yes,Yes,Yes,"Other Household environments, Hallways",30,conq_hose_manipulation,"@misc{ConqHoseManipData,
author={Peter Mitrano and Dmitry Berenson},
title={Conq Hose Manipulation Dataset, v1.15.0},
year={2024},
howpublished={https://sites.google.com/view/conq-hose-manipulation-dataset}
}",ConqHoseManipData,"The robot grabs, lifts, and drags the end of a vacuum hose around in an office environment.",,
v1.1,DobbE,Hello Stretch,5208,21.1,Mobile Manipulator,Hello Robot Dex Wrist,EEF Position,1,1,1,Natural,Human collection using tools,No,Yes,No,"Kitchen (also toy kitchen), Other Household environments, Hallways",3.75,dobbe,"@misc{shafiullah2023dobbe,
    title={On Bringing Robots Home}, 
    author={Nur Muhammad Mahi Shafiullah and Anant Rai and Haritheja Etukuru and Yiqian Liu and Ishan Misra and Soumith Chintala and Lerrel Pinto},
    year={2023},
    eprint={2311.16098},
    archivePrefix={arXiv},
    primaryClass={cs.RO}
}",shafiullah2023dobbe,"The demo collector uses the Stick to collect data from 7 tasks, including door/drawer opening/closing, handle grasping, pick and place, and random play data.",,
v1.1,FMB,Franka,1804,356.5,Single Arm,Default,EEF velocity,4,4,2,Templated,Human VR,No,Yes,Yes,Table Top,10,fmb,"@article{luo2024fmb,
  title={FMB: a Functional Manipulation Benchmark for Generalizable Robotic Learning},
  author={Luo, Jianlan and Xu, Charles and Liu, Fangchen and Tan, Liam and Lin, Zipeng and Wu, Jeffrey and Abbeel, Pieter and Levine, Sergey},
  journal={arXiv preprint arXiv:2401.08553},
  year={2024}
}",luo2024fmb,"The robot interacts with diverse 3D printed objects, pick them up, reposition, and assemble them",,
v1.1,IO-AI Office PicknPlace,Human,3847,89.33,Human,Human Hand,EEF Position,4,1,1,Templated,Directly collected on human body with mocap devices and aruco markers,No,Yes,Yes,Table Top,30,io_ai_tech,,,"Human interacts with diverse objects in 2 real office table-top scenes. The skill foucs on pick and place. Tasks are like: pick glue from plate, place stapper on desk. We are ready to offer more data on various scenes and skills if this dataset meets your needs.",,
v1.1,MimicPlay,Franka,378,7.13,Single Arm,Default,"Operational space control (OSC), which is similar to Task space position control but OSC is impedance control with consideration of the mass matrix. OSC is also used by VIOLA.",3,0,0,Dataset does not contain language instruction annotation,Human VR,Yes,No,Yes,Table Top,15,mimic_play,"@article{wang2023mimicplay,
    title={Mimicplay: Long-horizon imitation learning by watching human play},
    author={Wang, Chen and Fan, Linxi and Sun, Jiankai and Zhang, Ruohan and Fei-Fei, Li and Xu, Danfei and Zhu, Yuke and
    Anandkumar, Anima},
    journal={arXiv preprint arXiv:2302.12422},
    year={2023}
} ",wang2023mimicplay,"The robot interacts with various appliances in five different scenes, including a kitchen with an oven; a study desk with a bookshelf and lamp; flowers and a vase; toy sandwich making; and cloth folding. It opens the microwave and drawers; places a book on the shelf; inserts a flower into the vase; and assembles a sandwich.",,
v1.1,MobileALOHA,MobileALOHA,276,47.83,Mobile Manipulator,Default,Joint position,3,0,0,Templated,Human Puppeteering,No,No,Yes,"Table Top, Kitchen (also toy kitchen), Other Household environments, Hallways",50,aloha_mobile,"@inproceedings{fu2024mobile,
  author    = {Fu, Zipeng and Zhao, Tony Z. and Finn, Chelsea},
  title     = {Mobile ALOHA: Learning Bimanual Mobile Manipulation with Low-Cost Whole-Body Teleoperation},
  booktitle = {arXiv},
  year      = {2024},
}",fu2024mobile,"The robot interacts with diverse appliances in a real kitchen and indoor environments. It wipes spilled wine, stores a heavy pot to be inside wall cabinets, calls an elevator, pushes chairs, and cooks shrimp.",,
v1.1,RoboSet,Franka,18250,178.65,Single Arm,Robotiq 2F-85,Joint position,4,4,1,Natural,Human VR,Yes,Yes,Yes,"Table Top, Kitchen (also toy kitchen), Other Household environments",5,robo_set,"@misc{bharadhwaj2023roboagent,
                            title={RoboAgent: Generalization and Efficiency in Robot Manipulation via Semantic Augmentations and Action Chunking},
                            author={Homanga Bharadhwaj and Jay Vakil and Mohit Sharma and Abhinav Gupta and Shubham Tulsiani and Vikash Kumar},
                            year={2023},
                            eprint={2309.01918},
                            archivePrefix={arXiv},
                            primaryClass={cs.RO}
                      }",bharadhwaj2023roboagent,"""The robot interacts with different objects in kitchen scenes. It performs articulated object manipulation of objects with prismatic joints and hinges. It wipes tables with cloth. It performs pick and place skills, and skills requiring precision like capping and uncapping.""",,
v1.1,TidyBot,TidyBot,24,0.02,Mobile Manipulator,Robotiq 2F-85,Our dataset specifies a target receptacle for each object,0,0,0,Our dataset specifies object placements in text form,Human writes preferred object placements in text form,No,No,No,"Kitchen (also toy kitchen), Other Household environments, living room, bedroom, kitchen, pantry room",N/A,tidybot,"@article{wu2023tidybot,
  title = {TidyBot: Personalized Robot Assistance with Large Language Models},
  author = {Wu, Jimmy and Antonova, Rika and Kan, Adam and Lepert, Marion and Zeng, Andy and Song, Shuran and Bohg, Jeannette and Rusinkiewicz, Szymon and Funkhouser, Thomas},
  journal = {Autonomous Robots},
  year = {2023}
}",wu2023tidybot,The robot puts each object into the appropriate receptacle based on user preferences,,
v1.1,VIMA,UR5,660103,1390,Single Arm,Suction cup and spatula ,Primitive skills (pick-place and push),2,0,0,Multimodal (image + language) templated instructions ,Scripted,No,Yes,No,Table Top,N/A due to use of primitive skills,vima_converted_externally_to_rlds,"@inproceedings{jiang2023vima,
  title     = {VIMA: General Robot Manipulation with Multimodal Prompts},
  author    = {Yunfan Jiang and Agrim Gupta and Zichen Zhang and Guanzhi Wang and Yongqiang Dou and Yanjun Chen and Li Fei-Fei and Anima Anandkumar and Yuke Zhu and Linxi Fan},
  booktitle = {Fortieth International Conference on Machine Learning},
  year      = {2023}
}",jiang2023vima,"The robot is conditioned on multimodal prompts (mixture of texts, images, and video frames) to conduct tabletop manipulation tasks, ranging from rearrangement to one-shot imitation.",,
v1.1,SPOC,Hello Stretch,233000,765,Single Arm,Default,Joint position,2,2,2,Scripted language but augmented with LLMs,Scripted,No,Yes,Yes,"Kitchen (also toy kitchen), Other Household environments, Hallways, multi room environments",10,spoc,"@article{spoc2023,        
        author    = {Kiana Ehsani, Tanmay Gupta, Rose Hendrix, Jordi Salvador, Luca Weihs, Kuo-Hao Zeng, Kunal Pratap Singh, Yejin Kim, Winson Han, Alvaro Herrasti, Ranjay Krishna, Dustin Schwenk, Eli VanderBilt, Aniruddha Kembhavi},
        title     = {Imitating Shortest Paths in Simulation Enables Effective Navigation and Manipulation in the Real World},
        journal   = {arXiv},
        year      = {2023},
        eprint    = {2312.02976},
}",spoc2023,The robot navigates in the environment and performs pick and place with open vocabulary descriptions.,,
v1.1,Plex RoboSuite,Franka,450,1.26,Single Arm,Default,EEF Position,5,5,1,None,Human Keyboard,No,Yes,Yes,"Table Top, Tabletop with sections",20,plex_robosuite,"@inproceedings{thomas2023plex,
    title={PLEX: Making the Most of the Available Data for Robotic Manipulation Pretraining},
    author={Garrett Thomas and Ching-An Cheng and Ricky Loynd and Felipe Vieira Frujeri and Vibhav Vineet and Mihai Jalobeanu and Andrey Kolobov},
    booktitle={CoRL},
    year={2023}
}",thomas2023plex,"Opening a door, stacking 2 cubes, picking and placing various objects to specially designated areas, putting a loop onto a peg.",,
